date,date_label,region_code,domaine_code,code_indicateur,valeur,unite,source_code,version_serie,fiabilite,qualite_flag,fichier_source,date_insertion
2013-01-01,2013-01-01,MA00,EMPLOI,EMPLOI.VOLUME,11.4,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2014-01-01,2014-01-01,MA00,EMPLOI,EMPLOI.VOLUME,11.4,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2015-01-01,2015-01-01,MA00,EMPLOI,EMPLOI.VOLUME,11.6,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2016-01-01,2016-01-01,MA00,EMPLOI,EMPLOI.VOLUME,12.4,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2017-01-01,2017-01-01,MA00,EMPLOI,EMPLOI.VOLUME,13.5,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2018-01-01,2018-01-01,MA00,EMPLOI,EMPLOI.VOLUME,13.7,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2019-01-01,2019-01-01,MA00,EMPLOI,EMPLOI.VOLUME,14.9,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2020-01-01,2020-01-01,MA00,EMPLOI,EMPLOI.VOLUME,15.2,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2021-01-01,2021-01-01,MA00,EMPLOI,EMPLOI.VOLUME,15.9,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2022-01-01,2022-01-01,MA00,EMPLOI,EMPLOI.VOLUME,17.0,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2023-01-01,2023-01-01,MA00,EMPLOI,EMPLOI.VOLUME,18.1,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2011-01-01,2011-01-01,MA00,EMPLOI,EMPLOI.VOLUME,43.4,%,HCP,recente,2,,hcp\undated\i_1.11.xlsx,2026-07-23T21:00:00.664576+0000
2012-01-01,2012-01-01,MA00,EMPLOI,EMPLOI.VOLUME,43.7,%,HCP,recente,2,,hcp\undated\i_1.11.xlsx,2026-07-23T21:00:00.664576+0000
2013-01-01,2013-01-01,MA00,EMPLOI,EMPLOI.VOLUME,44.8,%,HCP,recente,2,,hcp\undated\i_1.11.xlsx,2026-07-23T21:00:00.664576+0000
2014-01-01,2014-01-01,MA00,EMPLOI,EMPLOI.VOLUME,45.0,%,HCP,recente,2,,hcp\undated\i_1.11.xlsx,2026-07-23T21:00:00.664576+0000
2015-01-01,2015-01-01,MA00,EMPLOI,EMPLOI.VOLUME,46.1,%,HCP,recente,2,,hcp\undated\i_1.11.xlsx,2026-07-23T21:00:00.664576+0000
2016-01-01,2016-01-01,MA00,EMPLOI,EMPLOI.VOLUME,46.7,%,HCP,recente,2,,hcp\undated\i_1.11.xlsx,2026-07-23T21:00:00.664576+0000
2017-01-01,2017-01-01,MA00,EMPLOI,EMPLOI.VOLUME,49.0,%,HCP,recente,2,,hcp\undated\i_1.11.xlsx,2026-07-23T21:00:00.664576+0000
2018-01-01,2018-01-01,MA00,EMPLOI,EMPLOI.VOLUME,48.9,%,HCP,recente,2,,hcp\undated\i_1.11.xlsx,2026-07-23T21:00:00.664576+0000
2019-01-01,2019-01-01,MA00,EMPLOI,EMPLOI.VOLUME,50.1,%,HCP,recente,2,,hcp\undated\i_1.11.xlsx,2026-07-23T21:00:00.664576+0000
2020-01-01,2020-01-01,MA00,EMPLOI,EMPLOI.VOLUME,50.7,%,HCP,recente,2,,hcp\undated\i_1.11.xlsx,2026-07-23T21:00:00.664576+0000
2021-01-01,2021-01-01,MA00,EMPLOI,EMPLOI.VOLUME,51.8,%,HCP,recente,2,,hcp\undated\i_1.11.xlsx,2026-07-23T21:00:00.664576+0000
2022-01-01,2022-01-01,MA00,EMPLOI,EMPLOI.VOLUME,52.6,%,HCP,recente,2,,hcp\undated\i_1.11.xlsx,2026-07-23T21:00:00.664576+0000
2023-01-01,2023-01-01,MA00,EMPLOI,EMPLOI.VOLUME,58.9,%,HCP,recente,2,,hcp\undated\i_1.11.xlsx,2026-07-23T21:00:00.664576+0000
2011-01-01,2011-01-01,MA00,EMPLOI,EMPLOI.VOLUME,28.8,%,HCP,recente,2,,hcp\undated\i_1.11.xlsx,2026-07-23T21:00:00.664576+0000
2012-01-01,2012-01-01,MA00,EMPLOI,EMPLOI.VOLUME,29.2,%,HCP,recente,2,,hcp\undated\i_1.11.xlsx,2026-07-23T21:00:00.664576+0000
2013-01-01,2013-01-01,MA00,EMPLOI,EMPLOI.VOLUME,28.1,%,HCP,recente,2,,hcp\undated\i_1.11.xlsx,2026-07-23T21:00:00.664576+0000
2014-01-01,2014-01-01,MA00,EMPLOI,EMPLOI.VOLUME,27.7,%,HCP,recente,2,,hcp\undated\i_1.11.xlsx,2026-07-23T21:00:00.664576+0000
